ts_code,symbol,exchange,name,fut_code,multiplier,trade_unit,per_unit,quote_unit,quote_unit_desc,d_mode_desc,list_date,delist_date,d_month,last_ddate
IF2008.CFX,IF2008,CFFEX,IF2008,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20200622,20200821,202008,20200821
IC2103.CFX,IC2103,CFFEX,IC2103,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20200720,20210319,202103,20210319
IF2103.CFX,IF2103,CFFEX,IF2103,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20200720,20210319,202103,20210319
IC2010.CFX,IC2010,CFFEX,IC2010,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20200824,20201016,202010,20201016
IF2010.CFX,IF2010,CFFEX,IF2010,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20200824,20201016,202010,20201016
IC2011.CFX,IC2011,CFFEX,IC2011,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20200921,20201120,202011,20201120
IF2011.CFX,IF2011,CFFEX,IF2011,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20200921,20201120,202011,20201120
IC2106.CFX,IC2106,CFFEX,IC2106,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20201019,20210618,202106,20210618
IF2106.CFX,IF2106,CFFEX,IF2106,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20201019,20210618,202106,20210618
IC2101.CFX,IC2101,CFFEX,IC2101,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20201123,20210115,202101,20210115
IF2101.CFX,IF2101,CFFEX,IF2101,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20201123,20210115,202101,20210115
IC2102.CFX,IC2102,CFFEX,IC2102,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20201221,20210219,202102,20210219
IF2102.CFX,IF2102,CFFEX,IF2102,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20201221,20210219,202102,20210219
IC2109.CFX,IC2109,CFFEX,IC2109,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20210118,20210917,202109,20210917
IF2109.CFX,IF2109,CFFEX,IF2109,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20210118,20210917,202109,20210917
IC2104.CFX,IC2104,CFFEX,IC2104,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20210222,20210416,202104,20210416
IF2104.CFX,IF2104,CFFEX,IF2104,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20210222,20210416,202104,20210416
IC2105.CFX,IC2105,CFFEX,IC2105,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20210322,20210521,202105,20210521
IF2105.CFX,IF2105,CFFEX,IF2105,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20210322,20210521,202105,20210521
IC2112.CFX,IC2112,CFFEX,IC2112,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20210419,20211217,202112,20211217
IF2112.CFX,IF2112,CFFEX,IF2112,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20210419,20211217,202112,20211217
IC2107.CFX,IC2107,CFFEX,IC2107,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20210524,20210716,202107,20210716
IF2107.CFX,IF2107,CFFEX,IF2107,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20210524,20210716,202107,20210716
IC2108.CFX,IC2108,CFFEX,IC2108,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20210621,20210820,202108,20210820
IF2108.CFX,IF2108,CFFEX,IF2108,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20210621,20210820,202108,20210820
IC2203.CFX,IC2203,CFFEX,IC2203,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20210719,20220318,202203,20220318
IF2203.CFX,IF2203,CFFEX,IF2203,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20210719,20220318,202203,20220318
IC2110.CFX,IC2110,CFFEX,IC2110,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20210823,20211015,202110,20211015
IF2110.CFX,IF2110,CFFEX,IF2110,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20210823,20211015,202110,20211015
IC2111.CFX,IC2111,CFFEX,IC2111,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20210922,20211119,202111,20211119
IF2111.CFX,IF2111,CFFEX,IF2111,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20210922,20211119,202111,20211119
IC2206.CFX,IC2206,CFFEX,IC2206,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20211018,20220617,202206,20220617
IF2206.CFX,IF2206,CFFEX,IF2206,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20211018,20220617,202206,20220617
IC2201.CFX,IC2201,CFFEX,IC2201,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20211122,20220121,202201,20220121
IF2201.CFX,IF2201,CFFEX,IF2201,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20211122,20220121,202201,20220121
IC2202.CFX,IC2202,CFFEX,IC2202,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20211220,20220218,202202,20220218
IF2202.CFX,IF2202,CFFEX,IF2202,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20211220,20220218,202202,20220218
IC2209.CFX,IC2209,CFFEX,IC2209,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20220124,20220916,202209,20220916
IF2209.CFX,IF2209,CFFEX,IF2209,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20220124,20220916,202209,20220916
IC2204.CFX,IC2204,CFFEX,IC2204,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20220221,20220415,202204,20220415
IF2204.CFX,IF2204,CFFEX,IF2204,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20220221,20220415,202204,20220415
IC2205.CFX,IC2205,CFFEX,IC2205,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20220321,20220520,202205,20220520
IF2205.CFX,IF2205,CFFEX,IF2205,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20220321,20220520,202205,20220520
IC2212.CFX,IC2212,CFFEX,IC2212,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20220418,20221216,202212,20221216
IF2212.CFX,IF2212,CFFEX,IF2212,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20220418,20221216,202212,20221216
IC2207.CFX,IC2207,CFFEX,IC2207,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20220523,20220715,202207,20220715
IF2207.CFX,IF2207,CFFEX,IF2207,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20220523,20220715,202207,20220715
IC2208.CFX,IC2208,CFFEX,IC2208,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20220620,20220819,202208,20220819
IF2208.CFX,IF2208,CFFEX,IF2208,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20220620,20220819,202208,20220819
IC2303.CFX,IC2303,CFFEX,IC2303,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20220718,20230317,202303,20230317
IF2303.CFX,IF2303,CFFEX,IF2303,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20220718,20230317,202303,20230317
IM2212.CFX,IM2212,CFFEX,IM2212,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20220722,20221216,202212,20221216
IM2303.CFX,IM2303,CFFEX,IM2303,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20220722,20230317,202303,20230317
IM2208.CFX,IM2208,CFFEX,IM2208,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20220722,20220819,202208,20220819
IM2209.CFX,IM2209,CFFEX,IM2209,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20220722,20220916,202209,20220916
IC2210.CFX,IC2210,CFFEX,IC2210,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20220822,20221021,202210,20221021
IF2210.CFX,IF2210,CFFEX,IF2210,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20220822,20221021,202210,20221021
IM2210.CFX,IM2210,CFFEX,IM2210,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20220822,20221021,202210,20221021
IC2211.CFX,IC2211,CFFEX,IC2211,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20220919,20221118,202211,20221118
IF2211.CFX,IF2211,CFFEX,IF2211,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20220919,20221118,202211,20221118
IM2211.CFX,IM2211,CFFEX,IM2211,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20220919,20221118,202211,20221118
IC2306.CFX,IC2306,CFFEX,IC2306,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20221024,20230616,202306,20230616
IF2306.CFX,IF2306,CFFEX,IF2306,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20221024,20230616,202306,20230616
IM2306.CFX,IM2306,CFFEX,IM2306,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20221024,20230616,202306,20230616
IC2301.CFX,IC2301,CFFEX,IC2301,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20221121,20230120,202301,20230120
IF2301.CFX,IF2301,CFFEX,IF2301,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20221121,20230120,202301,20230120
IM2301.CFX,IM2301,CFFEX,IM2301,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20221121,20230120,202301,20230120
IC2302.CFX,IC2302,CFFEX,IC2302,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20221219,20230217,202302,20230217
IF2302.CFX,IF2302,CFFEX,IF2302,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20221219,20230217,202302,20230217
IM2302.CFX,IM2302,CFFEX,IM2302,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20221219,20230217,202302,20230217
IC2309.CFX,IC2309,CFFEX,IC2309,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20230130,20230915,202309,20230915
IF2309.CFX,IF2309,CFFEX,IF2309,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20230130,20230915,202309,20230915
IM2309.CFX,IM2309,CFFEX,IM2309,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20230130,20230915,202309,20230915
IC2304.CFX,IC2304,CFFEX,IC2304,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20230220,20230421,202304,20230421
IF2304.CFX,IF2304,CFFEX,IF2304,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20230220,20230421,202304,20230421
IM2304.CFX,IM2304,CFFEX,IM2304,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20230220,20230421,202304,20230421
IC2305.CFX,IC2305,CFFEX,IC2305,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20230320,20230519,202305,20230519
IF2305.CFX,IF2305,CFFEX,IF2305,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20230320,20230519,202305,20230519
IM2305.CFX,IM2305,CFFEX,IM2305,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20230320,20230519,202305,20230519
IC2312.CFX,IC2312,CFFEX,IC2312,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20230424,20231215,202312,20231215
IF2312.CFX,IF2312,CFFEX,IF2312,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20230424,20231215,202312,20231215
IM2312.CFX,IM2312,CFFEX,IM2312,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20230424,20231215,202312,20231215
IC2307.CFX,IC2307,CFFEX,IC2307,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20230522,20230721,202307,20230721
IF2307.CFX,IF2307,CFFEX,IF2307,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20230522,20230721,202307,20230721
IM2307.CFX,IM2307,CFFEX,IM2307,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20230522,20230721,202307,20230721
IC2308.CFX,IC2308,CFFEX,IC2308,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20230619,20230818,202308,20230818
IF2308.CFX,IF2308,CFFEX,IF2308,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20230619,20230818,202308,20230818
IM2308.CFX,IM2308,CFFEX,IM2308,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20230619,20230818,202308,20230818
IC2403.CFX,IC2403,CFFEX,IC2403,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20230724,20240315,202403,20240315
IF2403.CFX,IF2403,CFFEX,IF2403,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20230724,20240315,202403,20240315
IM2403.CFX,IM2403,CFFEX,IM2403,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20230724,20240315,202403,20240315
IC2310.CFX,IC2310,CFFEX,IC2310,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20230821,20231020,202310,20231020
IF2310.CFX,IF2310,CFFEX,IF2310,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20230821,20231020,202310,20231020
IM2310.CFX,IM2310,CFFEX,IM2310,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20230821,20231020,202310,20231020
IC2311.CFX,IC2311,CFFEX,IC2311,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20230918,20231117,202311,20231117
IF2311.CFX,IF2311,CFFEX,IF2311,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20230918,20231117,202311,20231117
IM2311.CFX,IM2311,CFFEX,IM2311,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20230918,20231117,202311,20231117
IC2406.CFX,IC2406,CFFEX,IC2406,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20231023,20240621,202406,20240621
IF2406.CFX,IF2406,CFFEX,IF2406,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20231023,20240621,202406,20240621
IM2406.CFX,IM2406,CFFEX,IM2406,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20231023,20240621,202406,20240621
IC2401.CFX,IC2401,CFFEX,IC2401,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20231120,20240119,202401,20240119
IF2401.CFX,IF2401,CFFEX,IF2401,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20231120,20240119,202401,20240119
IM2401.CFX,IM2401,CFFEX,IM2401,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20231120,20240119,202401,20240119
IC2402.CFX,IC2402,CFFEX,IC2402,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20231218,20240219,202402,20240219
IF2402.CFX,IF2402,CFFEX,IF2402,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20231218,20240219,202402,20240219
IM2402.CFX,IM2402,CFFEX,IM2402,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20231218,20240219,202402,20240219
IC2409.CFX,IC2409,CFFEX,IC2409,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20240122,20240920,202409,20240920
IF2409.CFX,IF2409,CFFEX,IF2409,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20240122,20240920,202409,20240920
IM2409.CFX,IM2409,CFFEX,IM2409,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20240122,20240920,202409,20240920
IC2404.CFX,IC2404,CFFEX,IC2404,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20240220,20240419,202404,20240419
IF2404.CFX,IF2404,CFFEX,IF2404,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20240220,20240419,202404,20240419
IM2404.CFX,IM2404,CFFEX,IM2404,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20240220,20240419,202404,20240419
IC2405.CFX,IC2405,CFFEX,IC2405,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20240318,20240517,202405,20240517
IF2405.CFX,IF2405,CFFEX,IF2405,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20240318,20240517,202405,20240517
IM2405.CFX,IM2405,CFFEX,IM2405,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20240318,20240517,202405,20240517
IC2412.CFX,IC2412,CFFEX,IC2412,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20240422,20241220,202412,20241220
IF2412.CFX,IF2412,CFFEX,IF2412,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20240422,20241220,202412,20241220
IM2412.CFX,IM2412,CFFEX,IM2412,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20240422,20241220,202412,20241220
IC2407.CFX,IC2407,CFFEX,IC2407,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20240520,20240719,202407,20240719
IF2407.CFX,IF2407,CFFEX,IF2407,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20240520,20240719,202407,20240719
IM2407.CFX,IM2407,CFFEX,IM2407,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20240520,20240719,202407,20240719
IC2408.CFX,IC2408,CFFEX,IC2408,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20240624,20240816,202408,20240816
IF2408.CFX,IF2408,CFFEX,IF2408,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20240624,20240816,202408,20240816
IM2408.CFX,IM2408,CFFEX,IM2408,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20240624,20240816,202408,20240816
IC2503.CFX,IC2503,CFFEX,IC2503,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20240722,20250321,202503,20250321
IF2503.CFX,IF2503,CFFEX,IF2503,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20240722,20250321,202503,20250321
IM2503.CFX,IM2503,CFFEX,IM2503,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20240722,20250321,202503,20250321
IC2410.CFX,IC2410,CFFEX,IC2410,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20240819,20241018,202410,20241018
IF2410.CFX,IF2410,CFFEX,IF2410,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20240819,20241018,202410,20241018
IM2410.CFX,IM2410,CFFEX,IM2410,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20240819,20241018,202410,20241018
IC2411.CFX,IC2411,CFFEX,IC2411,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20240923,20241115,202411,20241115
IF2411.CFX,IF2411,CFFEX,IF2411,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20240923,20241115,202411,20241115
IM2411.CFX,IM2411,CFFEX,IM2411,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20240923,20241115,202411,20241115
IC2506.CFX,IC2506,CFFEX,IC2506,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20241021,20250620,202506,20250620
IF2506.CFX,IF2506,CFFEX,IF2506,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20241021,20250620,202506,20250620
IM2506.CFX,IM2506,CFFEX,IM2506,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20241021,20250620,202506,20250620
IC2501.CFX,IC2501,CFFEX,IC2501,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20241118,20250117,202501,20250117
IF2501.CFX,IF2501,CFFEX,IF2501,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20241118,20250117,202501,20250117
IM2501.CFX,IM2501,CFFEX,IM2501,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20241118,20250117,202501,20250117
IC2502.CFX,IC2502,CFFEX,IC2502,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20241223,20250221,202502,20250221
IF2502.CFX,IF2502,CFFEX,IF2502,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20241223,20250221,202502,20250221
IM2502.CFX,IM2502,CFFEX,IM2502,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20241223,20250221,202502,20250221
IC2509.CFX,IC2509,CFFEX,IC2509,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20250120,20250919,202509,20250919
IF2509.CFX,IF2509,CFFEX,IF2509,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20250120,20250919,202509,20250919
IM2509.CFX,IM2509,CFFEX,IM2509,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20250120,20250919,202509,20250919
IC2504.CFX,IC2504,CFFEX,IC2504,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20250224,20250418,202504,20250418
IF2504.CFX,IF2504,CFFEX,IF2504,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20250224,20250418,202504,20250418
IM2504.CFX,IM2504,CFFEX,IM2504,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20250224,20250418,202504,20250418
IC2505.CFX,IC2505,CFFEX,IC2505,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20250324,20250516,202505,20250516
IF2505.CFX,IF2505,CFFEX,IF2505,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20250324,20250516,202505,20250516
IM2505.CFX,IM2505,CFFEX,IM2505,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20250324,20250516,202505,20250516
IC2512.CFX,IC2512,CFFEX,IC2512,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20250421,20251219,202512,20251219
IF2512.CFX,IF2512,CFFEX,IF2512,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20250421,20251219,202512,20251219
IM2512.CFX,IM2512,CFFEX,IM2512,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20250421,20251219,202512,20251219
IC2507.CFX,IC2507,CFFEX,IC2507,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20250519,20250718,202507,20250718
IF2507.CFX,IF2507,CFFEX,IF2507,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20250519,20250718,202507,20250718
IM2507.CFX,IM2507,CFFEX,IM2507,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20250519,20250718,202507,20250718
IC2508.CFX,IC2508,CFFEX,IC2508,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20250623,20250815,202508,20250815
IF2508.CFX,IF2508,CFFEX,IF2508,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20250623,20250815,202508,20250815
IM2508.CFX,IM2508,CFFEX,IM2508,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20250623,20250815,202508,20250815
IC2603.CFX,IC2603,CFFEX,IC2603,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20250721,20260320,202603,20260320
IF2603.CFX,IF2603,CFFEX,IF2603,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20250721,20260320,202603,20260320
IM2603.CFX,IM2603,CFFEX,IM2603,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20250721,20260320,202603,20260320
IC2510.CFX,IC2510,CFFEX,IC2510,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20250818,20251017,202510,20251017
IF2510.CFX,IF2510,CFFEX,IF2510,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20250818,20251017,202510,20251017
IM2510.CFX,IM2510,CFFEX,IM2510,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20250818,20251017,202510,20251017
IC2511.CFX,IC2511,CFFEX,IC2511,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20250922,20251121,202511,20251121
IF2511.CFX,IF2511,CFFEX,IF2511,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20250922,20251121,202511,20251121
IM2511.CFX,IM2511,CFFEX,IM2511,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20250922,20251121,202511,20251121
IC2606.CFX,IC2606,CFFEX,IC2606,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20251020,20260619,202606,20260619
IF2606.CFX,IF2606,CFFEX,IF2606,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20251020,20260619,202606,20260619
IM2606.CFX,IM2606,CFFEX,IM2606,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20251020,20260619,202606,20260619
IC2601.CFX,IC2601,CFFEX,IC2601,IC,200.0,张,1.0,指数点,0.2指数点,现金交割,20251124,20260116,202601,20260116
IF2601.CFX,IF2601,CFFEX,IF2601,IF,300.0,张,1.0,指数点,0.2指数点,现金交割,20251124,20260116,202601,20260116
IM2601.CFX,IM2601,CFFEX,IM2601,IM,200.0,张,1.0,指数点,0.2指数点,现金交割,20251124,20260116,202601,20260116
